Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
360,tweet_eval_emoji_5,23.54333333,4189,6,50,0.424535334,2.724314252,609.5653139,2.256964811,5,1.488251249,5,3.17122585,0.81,5,0.63,0.74,Nan,0.69
361,tweet_eval_emoji_4,23.15444444,4218,5,49,0.404137014,2.788605114,832.8633939,1.692471066,6,1.128847776,4,2.160901735,1,4,0.47,0.68,Nan,0.62
362,banking77__4,16.02111111,1130,6,73,0.629765067,1.577987525,471.2922742,1.68039482,2,0.418039809,4,2,0.76,4,0.86,0.95,Nan,0.61
363,ag_news,46.45,7294,14,208,0.855299585,2.014662626,601.7125709,2.169192564,2,0.779483763,4,2.113496769,0.78,4,0.56,0.57,Nan,0.16
364,banking77__4,15.91777778,1078,5,59,0.631529996,1.573961401,470.0898052,1.879214752,3,0.489897949,4,1.6416,0.96,4,0.93,0.96,0.9,0.62
365,amazon_review_polarity,101.03,8996,18,270,0.713564421,2.047664461,1838.802686,2.279463804,5,0,2,1,0.58,2,0.51,0.81,Nan,0.31
366,banking77__2,15.96777778,1138,5,75,0.776961307,1.619166277,1454.011316,1.856029772,3,0,2,1,0.94,2,0.76,0.78,0.75,0.46
367,tweet_eval_emoji_10,23.48222222,4221,5,64,0.434255159,2.712931465,268.2787782,2.220393838,3,1.160153712,10,4.36717005,0.96,10,0.59,0.66,Nan,0.72
368,tweet_eval_emoji_14,23.34111111,4180,5,61,0.536189436,2.589009206,176.4509351,1.728836714,5,0.98834284,14,5.977060203,0.88,14,0.59,0.71,Nan,0.73
369,banking77__14,16.82222222,1147,6,95,0.733726463,1.453310177,99.0486782,1.711782096,10,0.945888938,14,3.929342253,0.94,14,0.88,0.9,0.96,0.84
370,amazon_review_full,98.97,9057,16,359,0.512632991,2.052801894,459.3144238,2.555177659,3,0.616959559,5,2.111570044,0.85,5,0.74,1,0.99,0.71
371,tweet_eval_emoji_2,22.91222222,4212,5,50,0.500402669,2.853796827,2562.70955,1.799812216,6,0,2,1,0.94,2,0.33,0.52,Nan,0.36
372,amazon_review_full,98.13888889,8820,20,285,0.512801058,2.058693663,460.6327071,2.286434598,3,1.013143551,5,1.850741249,0.85,5,0.75,0.97,Nan,0.75
373,banking77__14,16.79777778,1126,5,89,0.751718978,1.423369932,97.00813539,1.631061471,2,-0.821754875,14,4.180317111,0.89,14,0.84,0.89,0.92,0.77
374,tweet_eval_emoji_5,23.21666667,4317,5,49,0.407731324,2.806115125,627.8682591,2.063941844,5,0.398373691,5,2.42139046,0.81,5,0.59,0.72,Nan,0.69
375,banking77__5,16.00555556,1068,5,65,0.62707195,1.583011448,354.1988116,1.765611277,2,1.988980632,5,2.384071972,0.85,5,0.89,0.89,0.89,0.79
376,dbpedia,66.25444444,9597,12,188,1.234292257,1.34859302,91.91180124,1.722621203,12,0.099028239,14,2.538195406,0.9,14,0.37,0.41,0.62,0.13
377,dbpedia,67.18888889,9790,10,201,1.238485629,1.357461,92.51618819,1.772901245,14,0.439387575,14,2.36159506,0.88,14,0.36,0.37,Nan,0.13
378,tweet_eval_emoji_14,23.04222222,4123,5,47,0.540148342,2.580292044,175.856827,1.69646336,5,0.924754475,14,5.110367211,0.88,14,0.59,0.72,Nan,0.73
379,tweet_eval_emoji_10,22.94444444,4191,5,56,0.432190833,2.702971308,267.2938293,1.634286827,5,1.14689084,10,3.699820229,0.96,10,0.59,0.68,Nan,0.72
380,banking77__2,16.34555556,1084,5,72,0.784507002,1.610952556,1446.635396,1.803309791,2,0,2,1,0.76,2,0.84,0.87,0.83,0.59
381,banking77__5,16.46888889,1156,5,80,0.627624577,1.582586356,354.1036971,1.895888694,6,-0.885936635,5,2.64895439,0.85,5,0.87,0.88,Nan,0.7
382,dbpedia,64.58333333,9595,11,230,1.232615643,1.384890925,94.38564305,1.757591262,15,0.13494224,14,2.849492226,0.93,14,0.35,0.33,Nan,0.06
383,banking77__5,16.22555556,1097,6,89,0.628319071,1.574792666,352.359859,2.076461608,2,1.58113883,5,2.488425926,0.82,5,0.87,0.86,0.87,0.73
384,banking77__2,16.41111111,1099,6,73,0.790087475,1.610155048,1445.919233,1.909649519,2,0,2,1,0.56,2,0.76,0.77,Nan,0.48
385,tweet_eval_emoji_14,22.65444444,4102,6,52,0.564138548,2.566570038,174.9216195,2.470215853,2,0.961754036,14,7.480309553,0.88,14,0.55,0.62,Nan,0.73
386,yelp_review_full,190.1955556,9109,5,1229,0.636402781,1.472044552,329.3699685,1.682112015,3,-1.277914127,5,1.55469563,0.76,5,0.74,0.95,Nan,Nan
387,banking77__4,16.44888889,1093,5,67,0.620435078,1.587603111,474.1641292,1.645039958,2,0.90913729,4,2,0.75,4,0.8,0.91,Nan,0.76
388,tweet_eval_emoji_4,22.97555556,4254,5,61,0.398790999,2.929166387,874.844361,1.744170425,6,0.888604235,4,2.108117314,1,4,0.62,0.76,Nan,0.65
389,banking77__5,16.57666667,1099,5,69,0.634983049,1.560919075,349.255643,1.943237054,6,-0.834460875,5,1.495244847,0.87,5,0.88,0.89,0.94,0.79
390,tweet_eval_emoji_5,23.03555556,4316,5,54,0.419012909,2.770470072,619.8926787,1.688955047,4,0.534297527,5,2.837295351,0.82,5,0.58,0.7,0.72,0.72
391,banking77__2,16.25,1101,6,70,0.791448384,1.610579361,1446.300266,1.652154413,13,0,2,1,0.8,2,0.73,0.81,,
392,banking77__10,16.86444444,1145,6,89,0.690756592,1.468877964,145.2557098,1.906310009,2,0.851102709,10,4.255785924,0.94,10,0.9,0.91,0.96,0.88
393,dbpedia,66.62333333,9510,11,163,1.250742299,1.346739847,91.78550037,1.636233156,17,0.952500953,14,2.517206243,0.9,14,0.32,0.35,Nan,0.1
394,yelp_review_full,188.8366667,9108,4,1406,0.637469088,1.489746342,333.330744,1.980194778,3,0,5,1.964843169,0.85,5,0.66,0.94,Nan,Nan
395,tweet_eval_emoji_14,23.00888889,4223,5,61,0.53432815,2.58081296,175.8923294,1.884533916,5,1.233444076,14,7.250724334,0.88,14,0.6,0.7,Nan,0.77
396,tweet_eval_emoji_4,23.48,4348,5,55,0.415151601,2.846130527,850.0443175,1.87091833,6,1.532915311,4,2.305727111,1,4,0.59,0.8,Nan,0.69
397,yelp_review_full,179.6066667,8895,7,1355,0.670224881,1.448256325,324.0473527,1.868213411,2,-0.570581021,5,2.614801853,0.86,5,0.71,0.96,Nan,0.67
398,dbpedia,66.35666667,9673,9,228,1.230114709,1.369328997,93.32503782,2.085976505,9,-0.537587202,14,3.252022519,0.98,14,0.32,0.39,Nan,0.13
399,tweet_eval_emoji_5,23.21666667,4303,6,67,0.405033447,2.838753258,635.1710414,2.228009437,3,1.112907717,5,3.119604936,0.81,5,0.45,0.64,Nan,0.76
400,banking77__10,16.37444444,1073,6,71,0.707940573,1.454620025,143.845758,1.915464781,4,-0.766130878,10,2.106805293,0.96,10,0.9,0.95,0.97,0.79
401,banking77__4,16.25333333,1121,6,70,0.634705284,1.591143909,475.2216476,2.073074672,5,0,4,1.013745541,0.74,4,0.85,0.93,Nan,0.7
402,dbpedia,66.18777778,9658,10,267,1.220030335,1.382017026,94.18977575,1.892473388,11,0.113046684,14,2.426160883,0.96,14,0.32,0.37,0.6,0.11
403,tweet_eval_emoji_2,23.28888889,4237,5,53,0.488585892,2.896679776,2601.218439,1.715669338,4,0,2,1,1,2,0.45,0.59,Nan,0.3
404,banking77__2,16.65333333,1095,5,80,0.797223493,1.597504676,1434.559199,1.809488875,2,0,2,1,1,2,0.8,0.79,Nan,0.5
405,tweet_eval_emoji_2,23.24444444,4277,5,46,0.486628539,2.910439261,2613.574456,2.186093147,2,0,2,1,1,2,0.41,0.6,Nan,0.3
406,amazon_review_full,98.34555556,8973,16,340,0.52651965,2.040047939,456.4607265,2.401621494,3,1.48939916,5,3.177870037,0.85,5,0.78,0.98,Nan,0.69
407,dbpedia,65.38666667,9419,12,237,1.236645903,1.353674929,92.25815288,1.682661964,16,-0.107051865,14,1.673527018,0.96,14,0.35,0.45,0.63,0.13
408,tweet_eval_emoji_4,22.97333333,4156,5,61,0.412177818,2.812977655,840.1426598,1.879899074,5,0.206223318,4,2,0.99,4,0.52,0.75,Nan,0.71
409,banking77__10,16.53444444,1094,5,69,0.687856387,1.479044769,146.2610939,1.826732804,3,-0.946582114,10,1.676961782,0.91,10,0.89,0.94,Nan,0.8
410,tweet_eval_emoji_4,22.88333333,4173,5,54,0.41584595,2.816039695,841.0571889,1.852119804,5,1.467499229,4,2.227189504,1,4,0.53,0.74,Nan,0.7
411,tweet_eval_emoji_4,22.60222222,4214,5,62,0.418799451,2.78059603,830.4713477,1.713657752,6,0.725818012,4,1.882883287,1,4,0.6,0.75,Nan,0.67
412,banking77__4,16.45555556,1171,5,83,0.632970828,1.592509678,475.6295572,2.152078502,2,1.03086479,4,1.914321414,0.99,4,0,0,Nan,0.65
413,banking77__10,16.60111111,1145,6,95,0.70548648,1.467893751,145.1583821,2.092476327,2,0.218797487,10,2.789588049,0.94,10,0.89,0.89,0.94,0.84
414,banking77__4,16.34888889,1074,5,75,0.635237497,1.566470791,467.8526096,1.431997135,17,0.525328433,4,1.74060191,0.74,4,0.87,0.96,Nan,0.69
415,tweet_eval_emoji_2,22.41444444,4153,6,52,0.49073684,2.865541363,2573.256144,1.956002567,5,0,2,1,1,2,0.4,0.57,Nan,0.27
416,yelp_review_full,189.0422222,9237,8,1229,0.649258821,1.466421311,328.1117684,1.790554429,2,-0.534522484,5,2.376039305,0.84,5,0.69,0.97,Nan,0.79
417,tweet_eval_emoji_14,23.05666667,4157,6,56,0.52955798,2.553602843,174.0378553,1.825291917,5,0.927632964,14,4.679302869,0.88,14,0.57,0.75,Nan,0.78
418,banking77__5,16.13,1105,5,89,0.623110591,1.584436508,354.5176686,1.666957228,2,1.62405659,5,1.25732584,0.84,5,0.87,0.94,0.87,0.78
419,ag_news,45.97333333,7370,10,306,0.859806207,1.991785026,594.8797944,2.039681426,6,0.289177616,4,1.093510099,0.86,4,0.7,0.68,Nan,0.23
420,yelp_review_full,189.64,9101,8,1819,0.663600657,1.442168775,322.6852635,1.752708756,3,-0.31835727,5,1.828280984,0.85,5,0.63,0.93,0,0
421,tweet_eval_emoji_14,22.52555556,4166,5,55,0.574681685,2.604093997,177.4790216,1.769645384,6,0.913691247,14,7.031162612,0.88,14,0.58,0.71,Nan,0.75
422,banking77__14,16.49444444,1123,5,89,0.728841244,1.44931974,98.77671456,2.088548427,2,-0.420469325,14,3.286113721,0.92,14,0.9,0.94,0.96,0.86
423,banking77__14,16.12222222,1104,5,80,0.743911479,1.438285884,98.0247149,2.034595405,2,0.478720394,14,3.625446534,0.93,14,0.91,0.91,0.95,0.8
424,tweet_eval_emoji_4,22.78222222,4116,5,51,0.427213012,2.777413291,829.5207695,1.35680586,5,0.558525645,4,1.797900451,1,4,0.4,0.69,Nan,0.54
425,tweet_eval_emoji_2,22.86111111,4137,5,50,0.500469371,2.826144903,2537.878123,1.927651027,2,0,2,1,1,2,0.62,0.31,,
426,ag_news,45.58666667,7319,11,195,0.863502551,2.005468737,598.9666627,1.855234578,9,0.316227766,4,1.834074074,0.81,4,0.57,0.6,0.53,0.17
427,dbpedia,67.13888889,9506,9,164,1.238214617,1.346785583,91.78861742,1.846525389,14,0.266059827,14,2.973132529,0.91,14,0.36,0.36,0.64,0.11
428,tweet_eval_emoji_14,22.95333333,4234,5,48,0.556565947,2.623434115,178.797125,1.892775132,7,0.962742611,14,5.814959597,0.88,14,0.62,0.67,,
429,banking77__5,15.97222222,1092,4,75,0.638126832,1.565519967,350.2850926,1.98673629,6,-0.625845656,5,1.599626247,0.85,5,0.9,0.91,0.89,0.82
430,amazon_review_polarity,98.01111111,8941,22,397,0.706931865,2.079090799,1867.023537,2.078318419,4,0,2,1,0.7,2,0.53,0.78,0.93,0.31
431,amazon_review_polarity,103.2777778,9117,20,418,0.706676541,2.076530897,1864.724746,2.090094431,6,0,2,1,0.74,2,0.61,0.75,Nan,0.36
432,banking77__14,17.11777778,1139,6,85,0.743266279,1.433694058,97.71176425,1.92202052,2,-0.338141571,14,2.42998152,0.95,14,0.89,0.92,Nan,0.82
433,banking77__4,16.61666667,1099,6,70,0.633453282,1.56907944,468.6317262,2.130356487,2,-1.430193884,4,2.285619835,0.95,4,0.88,0.91,Nan,0.78
434,amazon_review_polarity,97.11666667,8867,18,257,0.704935551,2.08345868,1870.945895,2.645788672,2,0,2,1,0.66,2,0.44,0.66,Nan,0.34
435,banking77__10,16.56888889,1140,6,98,0.693817105,1.459800447,144.3580442,1.990134934,2,-0.146664639,10,3.254261888,0.96,10,0.89,0.93,Nan,0.81
436,tweet_eval_emoji_14,23.23444444,4196,5,62,0.546428404,2.587986309,176.3812208,1.47430877,6,0.863399381,14,6.806945976,0.88,14,0.59,0.67,Nan,0.72
437,dbpedia,65.72444444,9509,10,148,1.251964662,1.3467368,91.78529268,1.912329928,11,-0.275194616,14,1.898922502,0.94,14,0.36,0.37,0.64,0.11
438,tweet_eval_emoji_5,23.21777778,4290,5,52,0.400078066,2.848985485,637.4605024,1.715073043,5,1.239130435,5,2.876412141,0.81,5,0.6,0.74,Nan,0.7
439,tweet_eval_emoji_10,23.24888889,4194,5,54,0.433765295,2.714956606,268.4790422,1.935577703,5,1.195110832,10,3.789044385,0.96,10,0.53,0.64,0.69,0.69
440,banking77__10,16.33111111,1093,5,69,0.698064053,1.476824123,146.0414966,2.032001227,2,0.422577127,10,1.51698814,0.91,10,0.88,0.92,Nan,0.88
441,tweet_eval_emoji_14,22.52888889,4151,5,47,0.551914062,2.539535042,173.0790805,2.007899408,4,0.864952843,14,6.476215712,0.88,14,0.64,0.71,Nan,0.77
442,amazon_review_full,103.2188889,9301,19,274,0.495633631,2.054611973,459.7194289,2.604390047,3,0,5,2.234221053,0.79,5,0.68,0.95,0.95,0.71
443,ag_news,46.76444444,7390,17,429,0.862503313,1.999956052,597.3202075,2.387347026,5,-0.828517156,4,1.540361965,0.83,4,0.63,0.67,0.67,0.24
444,banking77__5,16.01888889,1075,6,98,0.632155711,1.543582754,345.3766413,1.964643929,7,0.813489217,5,2.772491349,0.84,5,0.83,0.86,0.92,0.79
445,banking77__2,17.05222222,1163,5,98,0.78358591,1.635565605,1468.737913,1.852394037,4,0,2,1,0.64,2,0.74,0.71,Nan,0.48
446,banking77__2,16.26111111,1107,6,85,0.778994484,1.619911479,1454.680508,1.656750647,2,0,2,1,0.96,2,0.78,0.84,Nan,0.59
447,tweet_eval_emoji_10,23.41222222,4292,5,48,0.441151018,2.718107029,268.790584,2.101826523,2,1.65792412,10,2.584487918,0.77,10,0.53,0.67,Nan,0.73
448,banking77__5,16.59777778,1072,5,85,0.621972551,1.574567347,352.3094438,1.660698551,2,0.528863057,5,2.188625576,0.97,5,0.89,0.88,0.91,0.82
449,yelp_review_full,185.2777778,9039,4,1125,0.652289111,1.461257445,326.9563532,1.571351869,2,-1.808410583,5,2.325074365,0.81,5,0.65,0.9,Nan,0.65
450,banking77__5,16.10222222,1092,5,79,0.640354008,1.555926627,348.1385827,1.666619257,14,0,5,1.790439107,0.99,5,0.89,0.94,0.96,0.75
451,yelp_review_full,193.7655556,9177,5,1417,0.664358813,1.465339815,327.8697836,2.33152461,2,0,5,2.151121396,0.82,5,0.62,0.91,Nan,Nan
452,tweet_eval_emoji_2,23.20333333,4212,4,58,0.492366107,2.888753102,2594.100286,1.83408108,5,0,2,1,1,2,0.37,0.6,Nan,0.36
453,tweet_eval_emoji_10,23.03888889,4178,5,52,0.441716047,2.761795146,273.1108533,2.096700164,4,1.443207656,10,3.287765383,0.88,10,0.56,0.67,Nan,0.66
454,amazon_review_full,104.0544444,9271,20,384,0.521485937,2.030404395,454.3029833,2.317254128,4,-0.242061459,5,1.879374186,0.97,5,0.66,0.91,Nan,0.72
455,banking77__4,16.00111111,1096,5,80,0.62991688,1.600953811,478.1515382,1.726377945,3,-0.211603685,4,1.097423331,1,4,0.91,0.93,Nan,0.78
456,yelp_review_full,183.6488889,8839,4,1258,0.651457126,1.467257871,328.2989487,1.757889783,2,0.310751546,5,1.27507414,0.82,5,0.6,0.94,Nan,0.52
457,tweet_eval_emoji_4,22.92444444,4176,5,54,0.418402513,2.840460434,848.3508496,1.796127036,5,-0.192670461,4,1.519736936,1,4,0.63,0.77,0.78,0.68
458,banking77__14,16.19111111,1089,6,95,0.729104084,1.429406947,97.41958117,1.918425532,9,-0.079437882,14,2.355697462,0.94,14,0.89,0.91,0.98,0.84
459,banking77__2,16.45888889,1176,4,69,0.786828284,1.615010457,1450.27939,1.820300319,2,0,2,1,0.98,2,0.81,0.85,Nan,0.52
460,tweet_eval_emoji_2,23.17333333,4161,5,73,0.491575985,2.912934419,2615.815108,2.07098807,4,0,2,1,1,2,0.35,0.52,Nan,0.35
461,banking77__14,16.61555556,1141,5,85,0.744836636,1.433417079,97.69288708,1.929493792,2,0.338004065,14,1.602921555,0.95,14,0.86,0.88,0.91,0.75
462,banking77__14,16.16777778,1077,6,83,0.724644003,1.442716026,98.32664608,1.826386526,2,0.698593012,14,3.5946978,0.92,14,0.87,0.9,0.97,0.85
463,tweet_eval_emoji_4,23.36555556,4321,6,51,0.423317429,2.837471549,847.4581693,2.221746772,3,0.712211228,4,2.098171792,1,4,0.49,0.68,Nan,0.67
464,banking77__14,16.22666667,1120,5,73,0.722197213,1.456863974,99.29088317,1.962844376,2,-0.433450373,14,2.192448717,0.95,14,0.87,0.89,Nan,0.78
465,banking77__10,15.73333333,1080,5,85,0.68135905,1.482372085,146.5901284,1.897326394,6,0.433917641,10,2.918979009,0.91,10,0.91,0.92,Nan,0.85
466,yelp_review_full,198.2233333,9051,6,1649,0.669737409,1.445473747,323.424751,1.915032896,2,0,5,1.616394174,0.8,5,0.71,0.98,Nan,Nan
467,amazon_review_full,103.7444444,9246,13,321,0.503827624,2.055019444,459.8106007,2.376283457,4,2.17642875,5,1.322201703,0.88,5,0.71,0.98,Nan,0.72
468,banking77__2,16.06111111,1099,4,73,0.776457097,1.62042317,1455.140007,2.142514703,3,0,2,1,0.54,2,0.81,0.77,0.84,0.46
469,dbpedia,67.64888889,9749,8,1031,1.223823554,1.35927915,92.64010206,1.875964967,12,0.155595046,14,2.263850931,0.94,14,0.32,0.34,Nan,0.1
470,tweet_eval_emoji_10,23.68,4242,5,56,0.444886785,2.70497086,267.4915628,1.666252364,5,1.363732241,10,3.44651593,0.95,10,0.53,0.66,Nan,0.68
471,banking77__4,16.26888889,1088,5,73,0.636916432,1.575647811,470.5934795,1.694259656,2,0.317011479,4,1.547808311,0.77,4,0.91,0.96,Nan,0.65
472,banking77__5,15.57888889,1101,5,59,0.637653019,1.60889495,359.990245,2.038105515,8,-0.350643437,5,2.220505241,0.83,5,0.82,0.88,Nan,0.77
473,ag_news,46.79888889,7433,15,194,0.863121941,1.999814026,597.2777891,2.194070914,2,-0.527046277,4,1.945276635,0.82,4,0.61,0.71,Nan,0.26
474,tweet_eval_emoji_14,22.66333333,4205,4,53,0.555301081,2.57889102,175.7613418,2.115116357,3,0.99945018,14,4.975121779,0.88,14,0.56,0.62,Nan,0.75
475,tweet_eval_emoji_10,23.33444444,4286,5,50,0.438721591,2.675598464,264.5869592,1.851204593,3,1.447702949,10,3.250012322,0.96,10,0.57,0.69,Nan,0.68
476,banking77__5,15.59444444,1058,5,83,0.630555274,1.574318062,352.2536663,1.964641437,3,1.238584236,5,1.446011966,0.85,5,0.85,0.88,Nan,0.68
477,tweet_eval_emoji_5,22.88555556,4231,5,73,0.40205262,2.846389498,636.8796503,1.954563752,5,0.932975672,5,2.781386079,0.81,5,0.53,0.69,Nan,0.71
478,banking77__14,16.89666667,1124,4,95,0.719743533,1.434184355,97.74517986,1.819268601,4,-0.766738181,14,1.690635293,0.93,14,0.88,0.89,0.97,0.88
479,banking77__14,16.13333333,1082,5,73,0.748233388,1.435995601,97.86862329,2.102906042,2,1.351661799,14,2.371715129,0.95,14,0.88,0.92,0.96,0.83
